ZoonosesDic-id	lexicalCue	lexicalCue_jpn	exactID	synonymID	lexicalTextAE-span	Registered	LastUpdated
ZoonosesDic-id_2081	composition	組成		MESH:D064307	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33421678/spans/1603-1614	2021-10-13	
ZoonosesDic-id_2082	host species	宿主種			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33421678/spans/1642-1654	2021-10-13	
ZoonosesDic-id_2083	determined	決定した			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33421678/spans/1655-1665	2021-10-13	
ZoonosesDic-id_2084	structure	構造		MESH:D064307	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33421678/spans/1671-1680	2021-10-13	
ZoonosesDic-id_2085	bacterial community	細菌群集（微生物叢/マイクロバイオーム）		MESH:D064307	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33421678/spans/1702-1721	2021-10-13	
ZoonosesDic-id_2086	N. noctula	ユーラシアコヤマコウモリ	Tax:51300		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33421678/spans/1801-1811	2021-10-13	
ZoonosesDic-id_2087	R. hipposideros	ヒメキクガシラコウモリ	Tax:59474		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33421678/spans/1850-1865	2021-10-13	
ZoonosesDic-id_2088	Aves	トリ	Tax:8782		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33254850/spans/97-101	2021-10-13	
ZoonosesDic-id_2089	Mammalia	哺乳綱/哺乳類	Tax:40674		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33254850/spans/137-145	2021-10-13	
ZoonosesDic-id_2090	vertebrates	脊椎動物	Tax:7742		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33254850/spans/260-271	2021-10-13	
ZoonosesDic-id_2091	dramatic	劇的な			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33254850/spans/303-311	2021-10-13	
ZoonosesDic-id_2092	adaptive radiations	適応放散			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33254850/spans/312-331	2021-10-13	
ZoonosesDic-id_2093	ecological niches	ニッチ/生態的地位		MESH:D017753	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33254850/spans/373-390	2021-10-13	
ZoonosesDic-id_2094	colonize	開拓する			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33254850/spans/395-403	2021-10-13	
ZoonosesDic-id_2095	volant	飛ぶことができる		MESH:D014921	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33254850/spans/253-259	2021-10-13	
ZoonosesDic-id_2096	urban environments	都市環境		MESH:D002947	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33254850/spans/780-798	2021-10-13	
ZoonosesDic-id_2097	species	トリ	Tax:8782		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33254850/spans/841-848	2021-10-13	
ZoonosesDic-id_2098	anthropogenic habitats	人為的生息地（都市環境下生息地）			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33254850/spans/870-892	2021-10-13	
ZoonosesDic-id_2099	well adapted	よく適応している			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33254850/spans/764-776	2021-10-13	
ZoonosesDic-id_2100	convergent	収斂			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33254850/spans/556-566	2021-10-13	
ZoonosesDic-id_2101	physiology	生理学	MESH:D010829		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33254850/spans/581-591	2021-10-13	
ZoonosesDic-id_2102	immunology	免疫学	MESH:Q000276		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33254850/spans/593-603	2021-10-13	
ZoonosesDic-id_2103	these taxa	トリ	Tax:8782		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33254850/spans/664-674	2021-10-13	
ZoonosesDic-id_2104	these taxa	コウモリ	Tax:9397		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33254850/spans/664-674	2021-10-13	
ZoonosesDic-id_2105	their	コウモリ	Tax:9397		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33254850/spans/940-945	2021-10-13	
ZoonosesDic-id_2106	their	トリ	Tax:8782		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33254850/spans/940-945	2021-10-13	
ZoonosesDic-id_2107	interactions	相互作用			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33254850/spans/957-969	2021-10-13	
ZoonosesDic-id_2108	domestic animals	家畜	MESH:D000829		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33254850/spans/975-991	2021-10-13	
ZoonosesDic-id_2109	viral spillover	ウイルスの異なる動物種への伝播（飛び火）（スピルオーバー）	MESH:D000086965		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33254850/spans/1034-1049	2021-10-13	
ZoonosesDic-id_2110	facilitate	促進する			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33254850/spans/1067-1077	2021-10-13	
ZoonosesDic-id_2111	novel viruses	新しいウイルス	Tax:10239		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33254850/spans/1095-1108	2021-10-13	
ZoonosesDic-id_2112	potent	有力な			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/94-100	2021-10-13	
ZoonosesDic-id_2113	vectors	媒介動物	MESH:D004199		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/101-108	2021-10-13	
ZoonosesDic-id_2114	fungi	真菌	Tax:4751		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/180-185	2021-10-13	
ZoonosesDic-id_2115	excreta	排泄物	MESH:D005243		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/210-217	2021-10-13	
ZoonosesDic-id_2116	guano	グアノ/糞化石		MESH:D005243	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/226-231	2021-10-13	
ZoonosesDic-id_2117	flying	飛ぶ			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/75-81	2021-10-13	
ZoonosesDic-id_2118	some species	ある種			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/756-768	2021-10-13	
ZoonosesDic-id_2119	typical	特有の			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/778-785	2021-10-13	
ZoonosesDic-id_2120	deforestation	森林伐採	MESH:D003247		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/245-258	2021-10-13	
ZoonosesDic-id_2121	urbanization	都市化	MESH:D014507		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/260-272	2021-10-13	
ZoonosesDic-id_2122	anthropization	人類化			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/278-292	2021-10-13	
ZoonosesDic-id_2123	overpopulation	個体数の増加	MESH:D011156		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/309-323	2021-10-13	
ZoonosesDic-id_2124	easy	容易に			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/360-364	2021-10-13	
ZoonosesDic-id_2125	interaction	相互作用			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/365-376	2021-10-13	
ZoonosesDic-id_2126	other animals	他の糖物			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/382-395	2021-10-13	
ZoonosesDic-id_2127	expansion	拡大			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/397-406	2021-10-13	
ZoonosesDic-id_2128	Marburg	マールブルグ（ウイルス）	Tax:11269		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/900-907	2021-10-13	
ZoonosesDic-id_2129	henipaviruses	ヘニパウイルス（属）	Tax:260964		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/931-944	2021-10-13	
ZoonosesDic-id_2130	a high number	多数の			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/982-995	2021-10-13	
ZoonosesDic-id_2131	fungal	真菌性	Tax:4751		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/1079-1085	2021-10-13	
ZoonosesDic-id_2132	common	共通/一般的な			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/1115-1121	2021-10-13	
ZoonosesDic-id_2133	multi-drug-resistant	多剤耐性	MESH:D018432		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/1161-1181	2021-10-13	
ZoonosesDic-id_2134	extended spectrum	基質特異性拡張型			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/1222-1239	2021-10-13	
ZoonosesDic-id_2135	β-lactamases	βラクタマーゼ	MESH:D001618		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/1240-1252	2021-10-13	
ZoonosesDic-id_2136	carbapenemase	カルバペネマーゼ	MESH:C063912		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/1257-1270	2021-10-13	
ZoonosesDic-id_2137	strains	株			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/1281-1288	2021-10-13	
ZoonosesDic-id_2138	most suitable	最適			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/1326-1339	2021-10-13	
ZoonosesDic-id_2139	dissemination	播種			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/1378-1391	2021-10-13	
ZoonosesDic-id_2140	yeasts	酵母（菌）			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/1414-1420	2021-10-13	
ZoonosesDic-id_2141	keratinophilic	好ケラチン性			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/1425-1439	2021-10-13	
ZoonosesDic-id_2142	dimorphic	二形性/二相性			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/1444-1453	2021-10-13	
ZoonosesDic-id_2143	mycoses	真菌症	MESH:D009181		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/1531-1538	2021-10-13	
ZoonosesDic-id_2144	histoplasmosis	ヒストプラスマ症	MESH:D006660		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/1544-1558	2021-10-13	
ZoonosesDic-id_2145	cryptococcosis	クリプトコックス症	MESH:D003453		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/1569-1583	2021-10-13	
ZoonosesDic-id_2146	immunocompromised individuals	免疫不全患者	Tax:9606		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/1606-1635	2021-10-13	
ZoonosesDic-id_2147	immunocompromised individuals	免疫不全患者	MESH:D016867		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/1606-1635	2021-10-13	
ZoonosesDic-id_2148	autochthonous	土着の			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/1728-1741	2021-10-13	
ZoonosesDic-id_2149	taxa	分類群			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/1757-1761	2021-10-13	
ZoonosesDic-id_2150	environment	環境			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/1781-1792	2021-10-13	
ZoonosesDic-id_2151	emerging diseases	新興感染症	MESH:D021821		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33512572/spans/1842-1859	2021-10-13	
ZoonosesDic-id_2152	cataloguing	カタログ化する	MESH:D002376		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/197-208	2021-10-13	
ZoonosesDic-id_2153	zoonoses	人獣共通感染症	MESH:D015047		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/286-294	2021-10-13	
ZoonosesDic-id_2154	fecal	排泄物	MESH:D005243		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/331-336	2021-10-13	
ZoonosesDic-id_2155	pathogen	病原体	MESH:D014774		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/337-345	2021-10-13	
ZoonosesDic-id_2156	281	281			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/415-418	2021-10-13	
ZoonosesDic-id_2157	locations	場所			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/493-502	2021-10-13	
ZoonosesDic-id_2158	Yunnan	雲南省		MESH:D002681	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/506-512	2021-10-13	
ZoonosesDic-id_2159	reverse transcription polymerase chain reaction	RT-PCR	MESH:D020133		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/536-583	2021-10-13	
ZoonosesDic-id_2160	next-generation sequencing	次世代シーケンシング	MESH:D059014		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/604-630	2021-10-13	
ZoonosesDic-id_2161	Seven	7			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/632-637	2021-10-13	
ZoonosesDic-id_2162	paramyxovirus	パラミクソウイルス科	Tax:11158		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/659-672	2021-10-13	
ZoonosesDic-id_2163	genera	属			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/778-784	2021-10-13	
ZoonosesDic-id_2164	Rubulavirus	ルブラウイルス（属）	Tax:39744		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/786-797	2021-10-13	
ZoonosesDic-id_2165	Henipavirus	ヘニパウイルス（属）	Tax:260964		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/799-810	2021-10-13	
ZoonosesDic-id_2166	Jeilongvirus	ジェイロングウイルス（属）	Tax:2560155		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/815-827	2021-10-13	
ZoonosesDic-id_2167	Various	さまざまな			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/830-837	2021-10-13	
ZoonosesDic-id_2168	Illumina sequencing	イルミナ（社製の）シーケンシング	MESH:D059014		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/920-939	2021-10-13	
ZoonosesDic-id_2169	7066	7066			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/952-956	2021-10-13	
ZoonosesDic-id_2170	contigs	コンティグ			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/967-974	2021-10-13	
ZoonosesDic-id_2171	≥200	200以上			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/976-980	2021-10-13	
ZoonosesDic-id_2172	bp	塩基対			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/981-983	2021-10-13	
ZoonosesDic-id_2173	105	105			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/1007-1010	2021-10-13	
ZoonosesDic-id_2174	eukaryotic	真核生物	Tax:2759		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/1027-1037	2021-10-13	
ZoonosesDic-id_2175	103	103			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/1055-1058	2021-10-13	
ZoonosesDic-id_2176	2	2			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/1069-1070	2021-10-13	
ZoonosesDic-id_2177	vertebrate	脊椎動物	Tax:7742		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/1071-1081	2021-10-13	
ZoonosesDic-id_2178	families	科			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/1088-1096	2021-10-13	
ZoonosesDic-id_2179	1	1			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/1098-1099	2021-10-13	
ZoonosesDic-id_2180	insect	昆虫	Tax:50557		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/1100-1106	2021-10-13	
ZoonosesDic-id_2181	mycovirus	マイコウイルス	MESH:D000067148		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/1120-1129	2021-10-13	
ZoonosesDic-id_2182	17	17			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/1132-1134	2021-10-13	
ZoonosesDic-id_2183	4913	4913			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/1155-1159	2021-10-13	
ZoonosesDic-id_2184	prokaryotic	原核生物	MESH:D011387		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/1179-1190	2021-10-13	
ZoonosesDic-id_2185	microorganisms	微生物			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/1191-1205	2021-10-13	
ZoonosesDic-id_2186	79	79			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/1247-1249	2021-10-13	
ZoonosesDic-id_2187	low	低い			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/1260-1263	2021-10-13	
ZoonosesDic-id_2188	identity	（アミノ酸）相同性		MESH:D017385	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/1264-1272	2021-10-13	
ZoonosesDic-id_2189	<70	70より下			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/1274-1277	2021-10-13	
ZoonosesDic-id_2190	amino acid	アミノ酸（相同性）		MESH:D017385	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/1328-1338	2021-10-13	
ZoonosesDic-id_2191	divergent	異なる			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/1400-1409	2021-10-13	
ZoonosesDic-id_2192	most frequently	最もよく			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/1432-1447	2021-10-13	
ZoonosesDic-id_2193	Hipposideridae	カグラコウモリ科	Tax:186994		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/1505-1519	2021-10-13	
ZoonosesDic-id_2194	retroviruses	レトロウイルス	Tax:11632		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/1526-1538	2021-10-13	
ZoonosesDic-id_2195	virome	ウイルス叢	MESH:D000083422		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/1595-1601	2021-10-13	
ZoonosesDic-id_2196	directly	直接的に			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/1728-1736	2021-10-13	
ZoonosesDic-id_2197	indirectly	間接的に			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/1740-1750	2021-10-13	
ZoonosesDic-id_2198	crossing over into	異なる動物種への伝播		MESH:D000086965	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/24841387/spans/1751-1769	2021-10-13	
ZoonosesDic-id_2199	Some	いくつかの			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/88-92	2021-10-13	
ZoonosesDic-id_2200	mosquito	蚊	Tax:7157		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/93-101	2021-10-13	
ZoonosesDic-id_2201	diseases to humans and animals	人獣共通感染症		MESH:D015047	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/190-220	2021-10-13	
ZoonosesDic-id_2202	deadliest	もっとも致命的な		MESH:D003643	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/238-247	2021-10-13	
ZoonosesDic-id_2203	Aedes	ヤブカ（属）	Tax:7158		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/287-292	2021-10-13	
ZoonosesDic-id_2204	Ae.	ヤブカ（属）	Tax:7158		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/294-297	2021-10-13	
ZoonosesDic-id_2205	genus	属	Tax:7158		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/299-304	2021-10-13	
ZoonosesDic-id_2206	vector	媒介動物	MESH:D004199		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/310-316	2021-10-13	
ZoonosesDic-id_2207	several	いくつかの			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/320-327	2021-10-13	
ZoonosesDic-id_2208	Zika viruses	ジカウイルス	Tax:64320		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/369-381	2021-10-13	
ZoonosesDic-id_2209	pathologies	症状			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/405-416	2021-10-13	
ZoonosesDic-id_2210	Since 2004	2004年から			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/428-438	2021-10-13	
ZoonosesDic-id_2211	Ae. albopictus	ヒトスジシマカ	Tax:7160		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/440-454	2021-10-13	
ZoonosesDic-id_2212	encountered	遭遇する			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/464-475	2021-10-13	
ZoonosesDic-id_2213	South	南			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/483-488	2021-10-13	
ZoonosesDic-id_2214	France	フランス共和国	MESH:D005602		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/492-498	2021-10-13	
ZoonosesDic-id_2215	autochthonous	自発的に		MESH:D018562	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/504-517	2021-10-13	
ZoonosesDic-id_2216	Dengue	デング熱	MESH:D003715		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/527-533	2021-10-13	
ZoonosesDic-id_2217	Chikungunya	チクングニア熱	MESH:D065632		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/535-546	2021-10-13	
ZoonosesDic-id_2218	Zika diseases	ジカウイルス感染症	MESH:D000071243		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/552-565	2021-10-13	
ZoonosesDic-id_2219	diseases	チクングニア熱	MESH:D065632		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/557-565	2021-10-13	
ZoonosesDic-id_2220	diseases	デング熱	MESH:D003715		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/557-565	2021-10-13	
ZoonosesDic-id_2221	survey	調査			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/645-651	2021-10-13	
ZoonosesDic-id_2222	this area	南フランス共和国	MESH:D005602		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/702-711	2021-10-13	
ZoonosesDic-id_2223	high throughput sequencing	ハイスループットシーケンシング	MESH:D059014		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/719-745	2021-10-13	
ZoonosesDic-id_2224	HTS	ハイスループットシーケンシング	MESH:D059014		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/747-750	2021-10-13	
ZoonosesDic-id_2225	DNA	DNA（ウイルス）	MESH:D004267		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/793-796	2021-10-13	
ZoonosesDic-id_2226	RNA viral	RNAウイルス	MESH:D012328		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/801-810	2021-10-13	
ZoonosesDic-id_2227	viral	（DNA）ウイルス	MESH:D004267		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/805-810	2021-10-13	
ZoonosesDic-id_2228	communities	集団		MESH:D058448	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/811-822	2021-10-13	
ZoonosesDic-id_2229	Culex	アカイエカ	Tax:7175		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/865-870	2021-10-13	
ZoonosesDic-id_2230	Cx.	イエカ属	Tax:53527		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/872-875	2021-10-13	
ZoonosesDic-id_2231	pipiens	アカイエカ	Tax:7175		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/877-884	2021-10-13	
ZoonosesDic-id_2232	Culiseta	ハボシカ属の1種	Tax:1206072		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/890-898	2021-10-13	
ZoonosesDic-id_2233	Cs.	ハボシカ属	Tax:174825		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/900-903	2021-10-13	
ZoonosesDic-id_2234	longiareolata	ハボシカ属の1種	Tax:1206072		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/905-918	2021-10-13	
ZoonosesDic-id_2235	infectious diseases	感染症	MESH:D003141		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/936-955	2021-10-13	
ZoonosesDic-id_2236	sub-urban	郊外の			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33925487/spans/967-976	2021-10-13	
